,index,name,location,year,millage,fuel_type,gears,owners,mpg,engine_size,power,seats,new_price,sale_price,wear_factor
4395,4395,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.5,0.09292669015352839
4396,4396,Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,5.2,0.0554021232773329
4397,4397,Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.04,0.09151420334893819
4398,4398,Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5.0,,2.7,0.03431700093136163
4399,4399,Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,,6.75,0.014090301845251854
4400,4400,Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,2.35,0.10335928459315254
4401,4401,Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.29 Lakh,5.0,0.03316174445071473
4402,4402,Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,6.95,0.04972310877295975
4403,4403,Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.18 Lakh,6.7,0.041588149626052194
4404,4404,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,25.0,0.013525618294300434
4405,4405,Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,3.75,0.08497396915507985
4406,4406,Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.75,0.09490943478466954
4407,4407,Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.1,0.10154216517245614
4408,4408,Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,2.45,0.00812527290545139
4409,4409,Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,First,9.3 kmpl,2771 CC,193.1 bhp,5.0,,3.25,0.03284082079150626
4410,4410,Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.5,0.015875278466701344
4411,4411,Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,3.77,0.05190014162272602
4412,4412,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,49.24,0.013073421639660236
4413,4413,Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.04,0.024062101155535448
4414,4414,Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.9,0.07907813569686177
4415,4415,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.25,0.023701552282657072
4416,4416,BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5.0,,33.0,0.017486083701755063
4417,4417,BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5.0,,27.0,0.10723519807584322
4418,4418,Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.21,0.08229505879293623
4419,4419,Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,unknown,Manual,First,15.85 kmpl,1499 CC,110.4 bhp,5.0,,5.75,0.03671085843838033
4420,4420,Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,16.58,0.04145139489908354
4421,4421,Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,,11.0,0.07113054739247746
4422,4422,Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8,0.09446966144888952
4423,4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,unknown,Automatic,First,15.8 kmpl,2148 CC,170 bhp,5.0,,37.99,0.019784570831238087
4424,4424,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,20.0 kmpl,1968 CC,108.5 bhp,5.0,,3.65,0.01982845299397891
4425,4425,Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,6.0,0.023896378020204084
4426,4426,Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,4.54,0.0136814693539902
4427,4427,Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.4,0.07763237458357233
4428,4428,Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,3.3,0.07247053540480757
4429,4429,Volvo XC60 D4 Summum,Hyderabad,2012,86000,unknown,Automatic,Second,14.7 kmpl,1985 CC,163 bhp,5.0,,18.25,0.019931177267562834
4430,4430,Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,22.7 kmpl,799 CC,53 bhp,5.0,,3.1,0.05661456825745026
4431,4431,Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.84,0.039103489901253605
4432,4432,Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.44,0.008752794951557234
4433,4433,Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.6,0.02623197398202038
4434,4434,Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.9,0.09746996843866537
4435,4435,Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,2.9,0.08092815967269822
4436,4436,Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3.5,0.07861058413507453
4437,4437,Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5.0,,3.5,0.09784010309659963
4438,4438,Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.5,0.08665746781267361
4439,4439,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,7.0,0.10955784360767794
4440,4440,Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,8.7,0.06418430326179805
4441,4441,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,45.0,0.109187484040155
4442,4442,Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,,1.8,0.0274956448798907
4443,4443,Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,0.99,0.06148524590251152
4444,4444,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4 Lakh,4.8,0.05911990154378172
4445,4445,Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7.0,,17.95,0.08572418890394012
4446,4446,Mahindra E Verito D4,Chennai,2016,50000,Electric,Automatic,First,,72 CC,41 bhp,5.0,13.58 Lakh,13.0,0.021352994567626897
4447,4447,Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.48 Lakh,5.66,0.04886339893850862
4448,4448,Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.1,0.016686773901356696
4449,4449,Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.54,0.10217579754120007
4450,4450,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,13.2,0.10780399203187421
4451,4451,Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,83.92 Lakh,56.8,0.0955792444365926
4452,4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.4,0.012213937644547278
4453,4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,,1.65,0.05229256343476776
4454,4454,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,,4.35,0.03153074336976189
4455,4455,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,6.5,0.06269488933115215
4456,4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5.0,,1.11,0.070721810143795
4457,4457,Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.5,0.06356340190904036
4458,4458,Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,11.0,0.08591179284155187
4459,4459,Maruti Celerio VXI AT,Pune,2015,50000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.9,0.09910197905765064
4460,4460,Tata Indica V2 DLS BSIII,Pune,2013,70000,Diesel,Manual,First,17.88 kmpl,1405 CC,48.21 bhp,5.0,,1.8,0.0996845092200804
4461,4461,Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.22,0.04209777185690988
4462,4462,Maruti Celerio VXI AT,Hyderabad,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.3,0.04907432948096783
4463,4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.82 Lakh,5.99,0.09128238850287394
4464,4464,Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0,0.04739510712288517
4465,4465,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.85,0.09646784986332439
4466,4466,Land Rover Freelander 2 SE,Kochi,2014,61730,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,19.94,0.07716308444032363
4467,4467,Maruti Swift VXI BSIII,Chennai,2009,68000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.9,0.06782622442748511
4468,4468,Honda Amaze SX i-VTEC,Mumbai,2014,29000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25,0.09012177874151772
4469,4469,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,5.99,0.10138091843915567
4470,4470,Honda Amaze S Diesel,Kolkata,2013,46500,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,3.3,0.08192835144635491
4471,4471,Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,8.08,0.08924611512716486
4472,4472,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.44 Lakh,4.5,0.07971975726857837
4473,4473,Honda Mobilio E i DTEC,Hyderabad,2014,58972,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,6.5,0.03884135769956859
4474,4474,Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,3.9,0.04671207724418346
4475,4475,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,5.25,0.09811668309657517
4476,4476,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7.0,,17.0,0.043274817590392825
4477,4477,Hyundai i10 Sportz AT,Ahmedabad,2012,58000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.5,0.02862362864764787
4478,4478,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,Second,17.7 kmpl,1399 CC,68 bhp,5.0,,3.0,0.08375543619233221
4479,4479,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.87,0.026499555222492765
4480,4480,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,6.0,0.04000768277690717
4481,4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,36.94 Lakh,15.5,0.059813791920808206
4482,4482,Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.6,0.05800896814928379
4483,4483,Maruti Baleno Zeta Automatic,Pune,2017,33000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.25,0.03614829884613704
4484,4484,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Diesel,Manual,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,3.25,0.08889615622170356
4485,4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,Diesel,Manual,First,,1498 CC,108.5 bhp,5.0,11.16 Lakh,3.4,0.03643707573043823
4486,4486,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,30.5,0.09582091804019195
4487,4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.6 Lakh,7.97,0.0706046119594956
4488,4488,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,13.51,0.03600154296978705
4489,4489,Honda Amaze S i-Dtech,Kochi,2015,60334,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.43,0.011431724196769173
4490,4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5.0,,2.6,0.07595774885887055
4491,4491,Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,4.45,0.16324285862733479
4492,4492,Maruti Alto 800 LXI,Kolkata,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.75,0.045435025071464394
4493,4493,BMW 5 Series 530i Sedan,Kolkata,2010,24000,Petrol,Automatic,First,10.6 kmpl,2996 CC,258 bhp,5.0,,8.75,0.04933910078766593
4494,4494,Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Petrol,Manual,Second,14.6 kmpl,1368 CC,88.7 bhp,5.0,,5.41,0.06025295962988955
4495,4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,10.7 Lakh,8.55,0.05418412859386656
4496,4496,Mahindra XUV500 W6 2WD,Mumbai,2014,45600,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.25,0.0125554296075607
4497,4497,Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,Diesel,Automatic,First,11.1 kmpl,2400 CC,200 bhp,7.0,,23.58,0.047928215556456856
4498,4498,Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.49,0.03293790222685359
4499,4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,12.99,0.04428717090745735
4500,4500,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,2.8,0.0075849241510956514
4501,4501,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,,8.43,0.00974989494822307
4502,4502,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,47.5,0.06177251937094718
4503,4503,Honda City i VTEC CVT VX,Mumbai,2016,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,8.95,0.03662749001439427
4504,4504,Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,5.5,0.10035646472559918
4505,4505,Honda Amaze S i-VTEC,Jaipur,2014,18776,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,4.75,0.05324090249385513
4506,4506,Honda Amaze S i-Vtech,Jaipur,2016,6714,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.75,0.05313877390215963
4507,4507,BMW 3 Series 320i,Pune,2009,40000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5.0,,9.5,0.08125842518789574
4508,4508,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.77,0.10041330598398938
4509,4509,Honda City 1.5 S MT,Delhi,2012,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,4.25,0.027012530922458974
4510,4510,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,19.9,0.060175934454555505
4511,4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,4.0,0.03248310041375689
4512,4512,Maruti Swift Dzire LXI,Kochi,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.16,0.05642993412637062
4513,4513,Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,38.0,0.10099630680845581
4514,4514,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,,6.34,0.10676326534779615
4515,4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.5,0.09170537668779427
4516,4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.87 Lakh,3.75,0.06321143350315747
4517,4517,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,10.2,0.07212434454784805
4518,4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,5.0,0.08998302388555568
4519,4519,Maruti Grand Vitara MT,Mumbai,2008,46810,Petrol,Manual,First,9.8 kmpl,1995 CC,163.5 bhp,5.0,,3.95,0.10539868542971476
4520,4520,Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,9.75,0.0966762800173757
4521,4521,Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.93,0.09176854386848617
4522,4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,2.1,0.09480236132830812
4523,4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.6 Lakh,16.42,0.0694855191673264
4524,4524,Hyundai Santa Fe 4X4,Bangalore,2011,148000,Diesel,Manual,Second,14.66 kmpl,2199 CC,194.3 bhp,7.0,,8.9,0.052965302022970034
4525,4525,Mahindra XUV500 W8 2WD,Pune,2012,95000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.21,0.09906951085289778
4526,4526,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,13.5,0.09207431424898668
4527,4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,92.79 Lakh,65.0,0.04121951572584938
4528,4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,Diesel,,First,12.05 kmpl,2179 CC,120 bhp,7.0,,7.4,0.05987294158054428
4529,4529,Honda City 1.5 S AT,Kochi,2014,56838,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,5.15,0.09389791973770611
4530,4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,32.0,0.06523451193908245
4531,4531,Honda City 1.5 S MT,Kolkata,2011,125000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.25,0.03553611758294426
4532,4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,5.8 Lakh,3.95,0.05515831983350125
4533,4533,Tata Indigo eCS GLE BSIII,Pune,2013,70000,Petrol,Manual,Second,15.4 kmpl,1193 CC,65 bhp,5.0,,1.5,0.032927174935760285
4534,4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.0,0.03087599406345996
4535,4535,Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,,1.99,0.08558634565887017
4536,4536,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.35,0.04294702055621373
4537,4537,BMW 3 Series 320d Highline,Hyderabad,2009,58000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,13.5,0.08836060215558983
4538,4538,Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,6.99,0.10728002831888879
4539,4539,Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.5,0.05207599714446607
4540,4540,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.89,0.1061009629112171
4541,4541,BMW 3 Series 320d,Mumbai,2011,51000,unknown,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,10.5,0.06933879231231381
4542,4542,Nissan Sunny 2011-2014 XL,Kochi,2013,68880,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3.97,0.08782620108163751
4543,4543,Maruti Alto K10 VXI AGS,Chennai,2017,5500,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,4.25,0.05586206218403187
4544,4544,Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,6.17,0.010341430457293946
4545,4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,38.72,0.07169561669764274
4546,4546,Hyundai Verna CRDi SX,Hyderabad,2013,79663,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,6.5,0.019540627328587214
4547,4547,Honda Amaze S i-Dtech,Jaipur,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.25,0.02102143439073845
4548,4548,Honda City i DTEC SV,Kolkata,2014,45000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,4.75,0.08920841181851702
4549,4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,,17.71,0.09543545920712701
4550,4550,Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,5.85,0.012407075116681276
4551,4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,17.27,0.022376339092872413
